publication_id	work_group_id	canonical_flag	duplicate_of	record_type	source_record_id	tool_name	tool_alias	title	authors	first_author	corresponding_author	doi	pmid	arxiv_id	paper_url	pdf_url	publication_year	venue	publisher	paper_type	evidence_role	abstract	keywords	task	modality	species	technology	dataset_names	benchmark_included	open_source_reported	github_url	license_reported	citation_source	citations	citation_count_source	source_url	source_type	extraction_method	claim_text	claim_span	confidence	trust_level	review_status	reviewed_by	review_time	kg_version	embedding_version	created_at	updated_at	last_checked	notes	human_review_decision	canonical_scope	evidence_category	recommendation_eligible	authority_tier	audit_support_level
CAND_PUB_Scanpy_7fdbdd740af7	PUBWG_CAND_PUB_Scanpy_7fdbdd740af7	true		publication	10.1093/bioinformatics/btaa611	Scanpy	Scanpy	Scirpy: a Scanpy extension for analyzing single-cell T-cell receptor-sequencing data	Gregor Sturm;Tamas Szabo;Georgios Fotakis;Marlene Haider;Dietmar Rieder;Zlatko Trajanoski;Francesca Finotello	Gregor Sturm		10.1093/bioinformatics/btaa611			https://doi.org/10.1093/bioinformatics/btaa611	http://academic.oup.com/bioinformatics/advance-article-pdf/doi/10.1093/bioinformatics/btaa611/33620207/btaa611.pdf	2020	Bioinformatics	Oxford University Press (OUP)	method_paper	primary_method_reference								false		https://github.com/theislab/scanpy	BSD-3-Clause	Crossref	170	Crossref:is-referenced-by-count	https://doi.org/10.1093/bioinformatics/btaa611	crossref	crossref_api_candidate_search		Scirpy: a Scanpy extension for analyzing single-cell T-cell receptor-sequencing data	0.850	trusted_core	human_reviewed	human_review	2026-05-18T00:00:00+08:00	v0.1	bge-m3-v0.1	2026-05-14T08:12:18.963164+00:00	2026-05-14T08:12:18.963164+00:00	2026-05-14T08:12:18.963164+00:00	candidate_only; requires human review before ingest; formal_ingest_from_human_review; canonical_scope=ecosystem_component; evidence_category=architectural_core; audit_support_level=absolute_authority; human_review_notes=Scanpy ecosystem component; formal_ingest_from_human_review; canonical_scope=ecosystem_component; evidence_category=architectural_core; authority_tier=ecosystem_support; audit_support_level=absolute_authority; human_review_notes=Scanpy ecosystem component; Strategy A: trusted supporting evidence, not main recommendation evidence	formalize	ecosystem_component	architectural_core	false	ecosystem_support	absolute_authority
CAND_PUB_Scrublet_137a56b00546	PUBWG_CAND_PUB_Scrublet_137a56b00546	true		publication	10.1016/j.cels.2018.11.005	Scrublet	Scrublet	Scrublet: Computational Identification of Cell Doublets in Single-Cell Transcriptomic Data	Samuel L. Wolock;Romain Lopez;Allon M. Klein	Samuel L. Wolock		10.1016/j.cels.2018.11.005			https://doi.org/10.1016/j.cels.2018.11.005		2019	Cell Systems	Elsevier BV	method_paper	primary_method_reference			QC	scRNA-seq				false		https://github.com/AllonKleinLab/scrublet	MIT	Crossref	2568	Crossref:is-referenced-by-count	https://doi.org/10.1016/j.cels.2018.11.005	crossref	crossref_api_candidate_search		Scrublet: Computational Identification of Cell Doublets in Single-Cell Transcriptomic Data	0.850	trusted_core	human_reviewed	human_review	2026-05-18T00:00:00+08:00	v0.1	bge-m3-v0.1	2026-05-14T08:12:18.963164+00:00	2026-05-14T08:12:18.963164+00:00	2026-05-14T08:12:18.963164+00:00	candidate_only; requires human review before ingest; formal_ingest_from_human_review; canonical_scope=core_tool; evidence_category=architectural_core; audit_support_level=absolute_authority; human_review_notes=Scrublet core method; formal_ingest_from_human_review; canonical_scope=core_tool; evidence_category=architectural_core; authority_tier=canonical_primary; audit_support_level=absolute_authority; human_review_notes=Scrublet core method	formalize	core_tool	architectural_core	true	canonical_primary	absolute_authority
CAND_PUB_Seurat_v3_2019_Stuart	PUBWG_Seurat_core_versions	true		publication	10.1016/j.cell.2019.05.031	Seurat	Seurat;Seurat v3	Comprehensive Integration of Single-Cell Data	Tim Stuart;Andrew Butler;Paul Hoffman;Christoph Hafemeister;Efthymia Papalexi;William M. Mauck III;Yuhan Hao;Marion Stoeckius;Peter Smibert;Rahul Satija	Tim Stuart		10.1016/j.cell.2019.05.031			https://doi.org/10.1016/j.cell.2019.05.031		2019	Cell	Elsevier BV	method_paper	primary_method_reference			Data Integration	scRNA-seq				false	true	https://github.com/satijalab/seurat	GPL-3.0				https://doi.org/10.1016/j.cell.2019.05.031	manual	manual_canonical_anchor_seed		Comprehensive Integration of Single-Cell Data	0.95	trusted_core	human_reviewed	human_review	2026-05-19T00:00:00+08:00	v0.1	bge-m3-v0.1	2026-05-19T00:00:00+08:00	2026-05-19T00:00:00+08:00	2026-05-19T00:00:00+08:00	candidate_only; manual canonical anchor seed; requires human review before ingest; manual Seurat V3 core anchor from human review; wrappers/protocols excluded from canonical authority; formal_ingest_from_human_review; canonical_scope=core_tool; evidence_category=architectural_core; authority_tier=canonical_primary; audit_support_level=absolute_authority; human_review_notes=Seurat V3 core method anchor; wrapper/protocol candidates remain supporting or quarantine.	formalize	core_tool	architectural_core	true	canonical_primary	absolute_authority
CAND_PUB_Seurat_v4_2021_Hao	PUBWG_Seurat_core_versions	true		publication	10.1016/j.cell.2021.04.048	Seurat	Seurat;Seurat v4	Integrated analysis of multimodal single-cell data	Yuhan Hao;Stephanie Hao;Erica Andersen-Nissen;William M. Mauck III;Shiwei Zheng;Andrew Butler;Maddie J. Lee;Aaron J. Wilk;Charlotte Darby;Michael Zager;Paul Hoffman;Marion Stoeckius;Efthymia Papalexi;Eric P. Mimitou;Jaison Jain;Aviv Srivastava;Tim Stuart;Lamar B. Fleming;Bertrand Yeung;Angela J. Rogers;Jason M. McElrath;Catherine A. Blish;Rapolas Gottardo;Peter Smibert;Rahul Satija	Yuhan Hao		10.1016/j.cell.2021.04.048			https://doi.org/10.1016/j.cell.2021.04.048		2021	Cell	Elsevier BV	method_paper	primary_method_reference			Data Integration;Multimodal Analysis	scRNA-seq;multiome				false	true	https://github.com/satijalab/seurat	GPL-3.0				https://doi.org/10.1016/j.cell.2021.04.048	manual	manual_canonical_anchor_seed		Integrated analysis of multimodal single-cell data	0.95	trusted_core	human_reviewed	human_review	2026-05-19T00:00:00+08:00	v0.1	bge-m3-v0.1	2026-05-19T00:00:00+08:00	2026-05-19T00:00:00+08:00	2026-05-19T00:00:00+08:00	candidate_only; manual canonical anchor seed; requires human review before ingest; manual Seurat V4 major-version anchor from human review; multimodal analysis authority; formal_ingest_from_human_review; canonical_scope=major_version; evidence_category=architectural_core; authority_tier=canonical_secondary; audit_support_level=absolute_authority; human_review_notes=Seurat V4 major-version multimodal anchor.	formalize	major_version	architectural_core	true	canonical_secondary	absolute_authority
CAND_PUB_SeuratExtend_c1e2e7efeed4	PUBWG_CAND_PUB_SeuratExtend_c1e2e7efeed4	true		publication	10.1093/gigascience/giaf076	SeuratExtend	SeuratExtend	SeuratExtend: streamlining single-cell RNA-seq analysis through an integrated and intuitive framework	Yichao Hua;Linqian Weng;Fang Zhao;Florian Rambow	Yichao Hua		10.1093/gigascience/giaf076			https://doi.org/10.1093/gigascience/giaf076	https://academic.oup.com/gigascience/article-pdf/doi/10.1093/gigascience/giaf076/63701895/giaf076.pdf	2025	GigaScience	Oxford University Press (OUP)	method_paper	primary_method_reference				scRNA-seq				false		https://github.com/huayc09/SeuratExtend	GPL-3.0	Crossref	28	Crossref:is-referenced-by-count	https://doi.org/10.1093/gigascience/giaf076	crossref	crossref_api_candidate_search		SeuratExtend: streamlining single-cell RNA-seq analysis through an integrated and intuitive framework	0.850	trusted_core	human_reviewed	human_review	2026-05-18T00:00:00+08:00	v0.1	bge-m3-v0.1	2026-05-14T08:12:18.963164+00:00	2026-05-14T08:12:18.963164+00:00	2026-05-14T08:12:18.963164+00:00	candidate_only; requires human review before ingest; formal_ingest_from_human_review; canonical_scope=ecosystem_component; evidence_category=architectural_core; audit_support_level=absolute_authority; human_review_notes=SeuratExtend core ecosystem component; formal_ingest_from_human_review; canonical_scope=ecosystem_component; evidence_category=architectural_core; authority_tier=ecosystem_support; audit_support_level=absolute_authority; human_review_notes=SeuratExtend core ecosystem component; Strategy A: trusted supporting evidence, not main recommendation evidence	formalize	ecosystem_component	architectural_core	false	ecosystem_support	absolute_authority
CAND_PUB_SingleR_2019_Aran	PUBWG_CAND_PUB_SingleR_2019_Aran	true		publication	10.1038/s41590-018-0276-y	SingleR	SingleR	Reference-based analysis of lung single-cell sequencing reveals a transitional profibrotic macrophage	Dvir Aran;Agnes P. Looney;Leqian Liu;Esther Wu;Valentina Fong;Austin Hsu;Sneha Chak;Rene P. Naikawadi;Paul J. Wolters;Adam R. Abate;Andrew J. Butte;Mallar Bhattacharya	Dvir Aran		10.1038/s41590-018-0276-y			https://doi.org/10.1038/s41590-018-0276-y		2019	Nature Immunology	Springer Science and Business Media LLC	method_paper	primary_method_reference			Cell Type Annotation	scRNA-seq				false	true	https://github.com/dviraran/SingleR	GPL-3.0				https://doi.org/10.1038/s41590-018-0276-y	manual	manual_canonical_anchor_seed		Reference-based analysis of lung single-cell sequencing reveals a transitional profibrotic macrophage	0.90	trusted_core	human_reviewed	human_review	2026-05-19T00:00:00+08:00	v0.1	bge-m3-v0.1	2026-05-19T00:00:00+08:00	2026-05-19T00:00:00+08:00	2026-05-19T00:00:00+08:00	candidate_only; manual canonical anchor seed; requires human review before ingest; manual SingleR canonical anchor; corrected human-supplied DOI 10.1038/s41590-019-0312-6 to official DOI 10.1038/s41590-018-0276-y; formal_ingest_from_human_review; canonical_scope=core_tool; evidence_category=architectural_core; authority_tier=canonical_primary; audit_support_level=absolute_authority; human_review_notes=SingleR official/canonical citation; human-supplied DOI corrected before formalization.	formalize	core_tool	architectural_core	true	canonical_primary	absolute_authority
CAND_PUB_SoupX_5218c8e163d7	PUBWG_CAND_PUB_SoupX_5218c8e163d7	true		publication	10.1093/gigascience/giaa151	SoupX	SoupX	SoupX removes ambient RNA contamination from droplet-based single-cell RNA sequencing data	Matthew D Young;Sam Behjati	Matthew D Young		10.1093/gigascience/giaa151			https://doi.org/10.1093/gigascience/giaa151	https://academic.oup.com/gigascience/article-pdf/9/12/giaa151/60689899/giaa151.pdf	2020	GigaScience	Oxford University Press (OUP)	method_paper	primary_method_reference			QC	scRNA-seq				false		https://github.com/constantAmateur/SoupX	GPL-2.0	Crossref	1454	Crossref:is-referenced-by-count	https://doi.org/10.1093/gigascience/giaa151	crossref	crossref_api_candidate_search		SoupX removes ambient RNA contamination from droplet-based single-cell RNA sequencing data	0.850	trusted_core	human_reviewed	human_review	2026-05-18T00:00:00+08:00	v0.1	bge-m3-v0.1	2026-05-14T08:12:18.963164+00:00	2026-05-14T08:12:18.963164+00:00	2026-05-14T08:12:18.963164+00:00	candidate_only; requires human review before ingest; formal_ingest_from_human_review; canonical_scope=core_tool; evidence_category=architectural_core; audit_support_level=absolute_authority; human_review_notes=SoupX core method; formal_ingest_from_human_review; canonical_scope=core_tool; evidence_category=architectural_core; authority_tier=canonical_primary; audit_support_level=absolute_authority; human_review_notes=SoupX core method	formalize	core_tool	architectural_core	true	canonical_primary	absolute_authority
CAND_PUB_cell2location_34b39045863f	PUBWG_CAND_PUB_cell2location_34b39045863f	true		publication	10.1038/s41587-021-01139-4	cell2location	cell2location	Cell2location maps fine-grained cell types in spatial transcriptomics	Vitalii Kleshchevnikov;Artem Shmatko;Emma Dann;Alexander Aivazidis;Hamish W. King;Tong Li;Rasa Elmentaite;Artem Lomakin;Veronika Kedlian;Adam Gayoso;Mika Sarkin Jain;Jun Sung Park;Lauma Ramona;Elizabeth Tuck;Anna Arutyunyan;Roser Vento-Tormo;Moritz Gerstung;Louisa James;Oliver Stegle;Omer Ali Bayraktar	Vitalii Kleshchevnikov		10.1038/s41587-021-01139-4			https://doi.org/10.1038/s41587-021-01139-4	https://www.nature.com/articles/s41587-021-01139-4.pdf	2022	Nature Biotechnology	Springer Science and Business Media LLC	method_paper	primary_method_reference			Cell Type Annotation;Spatial Mapping	spatial				false		https://github.com/BayraktarLab/cell2location	Apache-2.0	Crossref	1119	Crossref:is-referenced-by-count	https://doi.org/10.1038/s41587-021-01139-4	crossref	crossref_api_candidate_search		Cell2location maps fine-grained cell types in spatial transcriptomics	0.850	trusted_core	human_reviewed	human_review	2026-05-18T00:00:00+08:00	v0.1	bge-m3-v0.1	2026-05-14T08:12:18.963164+00:00	2026-05-14T08:12:18.963164+00:00	2026-05-14T08:12:18.963164+00:00	candidate_only; requires human review before ingest; formal_ingest_from_human_review; canonical_scope=core_tool; evidence_category=architectural_core; audit_support_level=absolute_authority; human_review_notes=cell2location core method; formal_ingest_from_human_review; canonical_scope=core_tool; evidence_category=architectural_core; authority_tier=canonical_primary; audit_support_level=absolute_authority; human_review_notes=cell2location core method	formalize	core_tool	architectural_core	true	canonical_primary	absolute_authority
CAND_PUB_moscot_2f5c815e18fd	PUBWG_CAND_PUB_moscot_2f5c815e18fd	true		publication	10.1038/s41586-024-08453-2	moscot	moscot	Mapping cells through time and space with moscot	Dominik Klein;Giovanni Palla;Marius Lange;Michal Klein;Zoe Piran;Manuel Gander;Laetitia Meng-Papaxanthos;Michael Sterr;Lama Saber;Changying Jing;Aimée Bastidas-Ponce;Perla Cota;Marta Tarquis-Medina;Shrey Parikh;Ilan Gold;Heiko Lickert;Mostafa Bakhti;Mor Nitzan;Marco Cuturi;Fabian J. Theis	Dominik Klein		10.1038/s41586-024-08453-2			https://doi.org/10.1038/s41586-024-08453-2	https://www.nature.com/articles/s41586-024-08453-2.pdf	2025	Nature	Springer Science and Business Media LLC	method_paper	primary_method_reference			Spatial Mapping					false		https://github.com/theislab/moscot	BSD-3-Clause	Crossref	116	Crossref:is-referenced-by-count	https://doi.org/10.1038/s41586-024-08453-2	crossref	crossref_api_candidate_search		Mapping cells through time and space with moscot	0.850	trusted_core	human_reviewed	human_review	2026-05-18T00:00:00+08:00	v0.1	bge-m3-v0.1	2026-05-14T08:12:18.963164+00:00	2026-05-14T08:12:18.963164+00:00	2026-05-14T08:12:18.963164+00:00	candidate_only; requires human review before ingest; formal_ingest_from_human_review; canonical_scope=core_tool; evidence_category=architectural_core; audit_support_level=absolute_authority; human_review_notes=moscot core method; formal_ingest_from_human_review; canonical_scope=core_tool; evidence_category=architectural_core; authority_tier=canonical_primary; audit_support_level=absolute_authority; human_review_notes=moscot core method	formalize	core_tool	architectural_core	true	canonical_primary	absolute_authority
CAND_PUB_nicheformer_a899071c948d	PUBWG_CAND_PUB_nicheformer_a899071c948d	true		publication	10.1038/s41592-025-02814-z	nicheformer	nicheformer	Nicheformer: a foundation model for single-cell and spatial omics	Alejandro Tejada-Lapuerta;Anna C. Schaar;Robert Gutgesell;Giovanni Palla;Lennard Halle;Mariia Minaeva;Larsen Vornholz;Leander Dony;Francesca Drummer;Till Richter;Mojtaba Bahrami;Fabian J. Theis	Alejandro Tejada-Lapuerta		10.1038/s41592-025-02814-z			https://doi.org/10.1038/s41592-025-02814-z	https://www.nature.com/articles/s41592-025-02814-z.pdf	2025	Nature Methods	Springer Science and Business Media LLC	method_paper	primary_method_reference			Spatial Mapping	spatial				false		https://github.com/theislab/nicheformer	BSD-3-Clause	Crossref	41	Crossref:is-referenced-by-count	https://doi.org/10.1038/s41592-025-02814-z	crossref	crossref_api_candidate_search		Nicheformer: a foundation model for single-cell and spatial omics	0.850	trusted_core	human_reviewed	human_review	2026-05-18T00:00:00+08:00	v0.1	bge-m3-v0.1	2026-05-14T08:12:18.963164+00:00	2026-05-14T08:12:18.963164+00:00	2026-05-14T08:12:18.963164+00:00	candidate_only; requires human review before ingest; formal_ingest_from_human_review; canonical_scope=core_tool; evidence_category=architectural_core; audit_support_level=absolute_authority; human_review_notes=nicheformer core method; formal_ingest_from_human_review; canonical_scope=core_tool; evidence_category=architectural_core; authority_tier=canonical_primary; audit_support_level=absolute_authority; human_review_notes=nicheformer core method	formalize	core_tool	architectural_core	true	canonical_primary	absolute_authority
